,niv,wap1,wap2,wap3,wap4,imb
2022-04-01 23:30:00+00:00,251.72,249.83,243.37,243.37,243.37,254.0
2022-04-02 00:00:00+00:00,-29.15,230.22,230.31,230.31,230.31,186.0
2022-04-02 00:30:00+00:00,310.81,240.69,240.68,240.68,240.68,263.0
2022-04-02 01:00:00+00:00,234.34,233.41,233.41,233.41,233.41,263.0
2022-04-02 01:30:00+00:00,68.79,229.26,227.75,227.75,227.75,245.3
2022-04-02 02:00:00+00:00,-29.07,209.4,209.4,209.4,209.4,181.0
2022-04-02 02:30:00+00:00,162.29,226.82,226.52,226.52,226.52,263.0
2022-04-02 03:00:00+00:00,187.93,246.84,242.61,242.61,242.61,263.0
2022-04-02 03:30:00+00:00,-128.66,241.31,238.08,238.08,238.08,179.0
2022-04-02 04:00:00+00:00,-95.96,210.69,210.69,210.69,210.69,179.05
2022-04-02 04:30:00+00:00,-257.03,176.36,180.99,180.99,180.99,179.05
2022-04-02 05:00:00+00:00,-13.36,194.88,196.35,196.35,196.35,179.05
2022-04-02 05:30:00+00:00,77.02,230.13,224.64,224.64,224.64,263.0
2022-04-02 06:00:00+00:00,81.34,212.42,212.66,214.45,214.45,263.0
2022-04-02 06:30:00+00:00,276.87,301.37,299.81,299.79,299.79,299.0
2022-04-02 07:00:00+00:00,147.54,283.24,282.77,282.76,282.76,260.0
2022-04-02 07:30:00+00:00,313.55,289.37,289.69,289.24,289.24,299.0
2022-04-02 08:00:00+00:00,171.89,266.49,266.63,266.63,266.63,260.0
2022-04-02 08:30:00+00:00,169.75,264.65,263.06,263.06,263.06,260.0
2022-04-02 09:00:00+00:00,241.08,290.61,286.88,286.88,286.88,260.0
2022-04-02 09:30:00+00:00,273.49,238.4,250.12,250.12,250.12,260.0
2022-04-02 10:00:00+00:00,199.27,238.45,239.34,239.34,239.34,260.0
2022-04-02 10:30:00+00:00,-34.47,256.23,252.28,252.28,252.28,181.01
2022-04-02 11:00:00+00:00,288.13,252.46,252.95,252.95,252.95,260.0
2022-04-02 11:30:00+00:00,216.87,237.07,240.07,240.07,240.07,260.0
2022-04-02 12:00:00+00:00,442.28,279.12,276.36,276.36,276.36,345.0
2022-04-02 12:30:00+00:00,367.29,264.48,262.09,262.09,262.09,344.0
2022-04-02 13:00:00+00:00,258.81,271.24,268.77,268.77,268.77,260.0
2022-04-02 13:30:00+00:00,188.02,269.66,249.18,249.2,249.2,260.0
2022-04-02 14:00:00+00:00,-75.97,237.39,241.91,241.91,241.91,181.52
2022-04-02 14:30:00+00:00,-109.41,229.51,239.87,239.87,239.87,181.52
2022-04-02 15:00:00+00:00,-120.04,221.98,227.74,227.74,227.74,181.52
2022-04-02 15:30:00+00:00,-20.88,256.2,260.45,261.93,261.93,182.1
2022-04-02 16:00:00+00:00,-236.57,221.83,227.88,227.91,227.91,181.52
2022-04-02 16:30:00+00:00,95.75,261.24,263.44,264.7,264.7,260.0
2022-04-02 17:00:00+00:00,0.52,295.15,292.97,292.97,292.97,262.559
2022-04-02 17:30:00+00:00,-71.95,300.42,297.72,296.84,296.84,181.52
2022-04-02 18:00:00+00:00,43.07,245.85,246.56,246.56,246.56,340.0
2022-04-02 18:30:00+00:00,125.85,301.43,295.39,295.39,295.39,369.0
2022-04-02 19:00:00+00:00,65.65,319.22,314.79,314.79,314.79,330.0
2022-04-02 19:30:00+00:00,176.62,254.61,260.32,260.5,260.5,340.0
2022-04-02 20:00:00+00:00,253.95,280.87,281.75,281.75,281.75,346.5
2022-04-02 20:30:00+00:00,-59.13,223.04,225.32,225.32,225.32,183.1
2022-04-02 21:00:00+00:00,-222.99,214.11,220.46,220.46,220.46,183.0
2022-04-02 21:30:00+00:00,-408.5,197.2,212.9,212.9,212.9,183.1
2022-04-02 22:00:00+00:00,-257.4,181.66,200.8,200.8,200.8,183.1
2022-04-02 22:30:00+00:00,243.38,243.89,249.3,249.28,249.28,252.0
2022-04-02 23:00:00+00:00,405.61,251.21,251.03,251.01,251.01,254.0
2022-04-02 23:30:00+00:00,378.64,255.02,249.75,250.3,250.3,252.0
2022-04-03 00:00:00+00:00,355.09,256.22,253.27,253.27,253.27,252.0
2022-04-03 00:30:00+00:00,520.58,268.9,266.31,259.02,259.02,251.8
2022-04-03 01:00:00+00:00,382.92,254.85,254.85,254.85,254.85,251.8
2022-04-03 01:30:00+00:00,246.1,245.79,246.25,246.25,246.25,250.0
2022-04-03 02:00:00+00:00,-47.45,217.8,222.39,222.39,222.39,182.0
2022-04-03 02:30:00+00:00,-177.6,193.66,195.11,195.11,195.11,181.6
2022-04-03 03:00:00+00:00,4.92,203.3,216.8,216.8,216.8,249.0
2022-04-03 03:30:00+00:00,-32.86,201.67,198.88,198.84,198.84,183.9
2022-04-03 04:00:00+00:00,-7.87,217.05,218.86,218.86,218.86,184.0
2022-04-03 04:30:00+00:00,-96.64,208.97,209.02,209.02,209.02,183.9
2022-04-03 05:00:00+00:00,-162.5,210.47,212.33,212.33,212.33,181.75
2022-04-03 05:30:00+00:00,-193.35,197.32,197.39,197.39,197.39,181.75
2022-04-03 06:00:00+00:00,-110.42,195.16,200.27,200.27,200.27,181.75
2022-04-03 06:30:00+00:00,76.54,217.04,218.34,218.34,218.34,249.0
2022-04-03 07:00:00+00:00,384.42,262.15,250.26,250.26,250.26,347.0
2022-04-03 07:30:00+00:00,455.13,297.35,280.44,280.44,280.44,335.0
2022-04-03 08:00:00+00:00,284.52,217.66,217.9,217.9,217.9,310.0
2022-04-03 08:30:00+00:00,72.71,224.58,223.83,223.83,223.83,294.0
2022-04-03 09:00:00+00:00,223.13,252.69,235.83,235.83,235.83,310.0
2022-04-03 09:30:00+00:00,4.43,258.56,243.15,243.15,243.15,294.0
2022-04-03 10:00:00+00:00,-273.57,212.0,212.64,212.64,212.64,175.0
2022-04-03 10:30:00+00:00,-409.99,188.94,190.9,190.9,190.9,175.15
2022-04-03 11:00:00+00:00,-322.61,201.84,203.3,203.3,203.3,175.15
2022-04-03 11:30:00+00:00,-118.1,183.87,189.48,189.48,189.48,175.15
2022-04-03 12:00:00+00:00,200.12,195.08,195.02,195.02,195.02,310.0
2022-04-03 12:30:00+00:00,-7.51,193.98,193.68,193.68,193.68,175.15
2022-04-03 13:00:00+00:00,-187.77,188.05,187.73,187.73,187.73,160.2
2022-04-03 13:30:00+00:00,-314.15,170.22,176.17,176.9,176.9,-56.58
2022-04-03 14:00:00+00:00,-154.42,112.44,140.38,140.38,140.38,-54.85
2022-04-03 14:30:00+00:00,-312.05,54.58,87.92,93.26,93.26,-56.58
2022-04-03 15:00:00+00:00,1.61,189.75,177.52,177.52,177.52,252.0
2022-04-03 15:30:00+00:00,197.52,253.68,246.86,246.15,246.15,265.0
2022-04-03 16:00:00+00:00,27.45,254.33,253.44,250.38,250.38,265.0
2022-04-03 16:30:00+00:00,47.37,257.04,253.09,252.87,253.29,265.0
2022-04-03 17:00:00+00:00,225.07,295.55,280.9,280.9,280.9,300.0
2022-04-03 17:30:00+00:00,233.65,223.02,233.88,236.91,236.91,334.5
2022-04-03 18:00:00+00:00,158.32,268.64,259.54,259.45,259.45,275.0
2022-04-03 18:30:00+00:00,-211.04,218.14,216.44,216.94,216.94,135.0
2022-04-03 19:00:00+00:00,-353.87,199.61,199.37,199.37,199.37,145.0
2022-04-03 19:30:00+00:00,-475.91,165.36,166.37,167.61,167.61,120.0
2022-04-03 20:00:00+00:00,107.68,168.63,178.72,180.41,180.41,235.0
2022-04-03 20:30:00+00:00,248.58,206.2,202.68,203.55,203.55,235.0
2022-04-03 21:00:00+00:00,124.7,217.21,196.17,196.17,196.15,234.0
2022-04-03 21:30:00+00:00,-143.18,195.59,193.0,187.3,184.59,147.0
2022-04-03 22:00:00+00:00,-345.47,142.6,156.63,156.63,156.63,0.0
2022-04-03 22:30:00+00:00,-233.52,138.41,162.78,162.78,162.78,0.0
2022-04-03 23:00:00+00:00,-166.89,93.54,97.23,97.23,97.23,5.0
2022-04-03 23:30:00+00:00,-116.77,47.72,82.96,82.96,82.96,5.0
2022-04-04 00:00:00+00:00,-396.66,42.33,56.98,56.98,56.98,155.0
2022-04-04 00:30:00+00:00,-248.93,35.62,43.87,47.69,47.69,60.87
2022-04-04 01:00:00+00:00,-186.75,71.31,68.91,68.91,68.91,77.68
2022-04-04 01:30:00+00:00,-243.64,21.32,22.55,22.55,22.55,43.15
2022-04-04 02:00:00+00:00,-230.89,20.42,28.69,28.69,28.69,44.93
2022-04-04 02:30:00+00:00,-251.38,11.29,20.67,20.67,20.67,40.7
2022-04-04 03:00:00+00:00,-250.51,9.38,17.2,17.2,17.2,39.01
2022-04-04 03:30:00+00:00,-271.49,4.14,5.37,6.71,6.71,31.62
2022-04-04 04:00:00+00:00,-174.02,69.93,69.8,69.8,69.8,80.82
2022-04-04 04:30:00+00:00,3.26,172.46,172.46,172.46,172.46,230.0
2022-04-04 05:00:00+00:00,-91.3,127.41,122.74,122.45,122.45,119.71
2022-04-04 05:30:00+00:00,59.39,122.16,133.1,133.56,133.56,235.0
2022-04-04 06:00:00+00:00,215.99,169.55,176.19,176.02,176.02,244.0
2022-04-04 06:30:00+00:00,264.4,217.07,203.31,202.57,202.57,255.55
2022-04-04 07:00:00+00:00,260.33,216.65,210.35,208.91,208.91,255.55
2022-04-04 07:30:00+00:00,254.17,195.7,196.6,198.33,198.33,258.0
2022-04-04 08:00:00+00:00,-245.93,179.45,180.05,180.05,180.05,22.0
2022-04-04 08:30:00+00:00,-141.43,163.88,164.83,164.83,164.83,155.71
2022-04-04 09:00:00+00:00,37.49,168.24,170.17,170.17,170.17,233.0
2022-04-04 09:30:00+00:00,215.9,176.73,169.85,170.21,170.21,234.0
2022-04-04 10:00:00+00:00,351.82,201.1,194.61,194.61,194.61,250.0
2022-04-04 10:30:00+00:00,328.37,229.51,221.03,220.01,220.01,250.0
2022-04-04 11:00:00+00:00,314.58,224.12,220.89,220.35,220.35,250.0
2022-04-04 11:30:00+00:00,171.44,230.34,224.89,222.75,222.75,250.0
2022-04-04 12:00:00+00:00,-93.57,188.24,192.13,192.22,192.22,156.0
2022-04-04 12:30:00+00:00,9.04,160.33,164.28,164.28,164.28,200.0
2022-04-04 13:00:00+00:00,193.16,196.9,195.96,196.0,196.0,233.0
2022-04-04 13:30:00+00:00,-4.49,196.64,192.45,192.16,192.16,200.0
2022-04-04 14:00:00+00:00,-208.94,184.47,184.95,184.95,184.95,138.0
2022-04-04 14:30:00+00:00,-160.26,165.74,170.37,170.37,170.37,145.1
2022-04-04 15:00:00+00:00,216.24,222.27,218.21,218.21,218.21,258.0
2022-04-04 15:30:00+00:00,382.12,260.17,253.15,253.02,253.02,263.0
2022-04-04 16:00:00+00:00,515.84,248.82,247.09,247.09,247.09,267.0
2022-04-04 16:30:00+00:00,563.14,274.8,274.52,274.52,274.52,267.0
2022-04-04 17:00:00+00:00,485.64,284.35,284.21,284.21,284.21,267.0
2022-04-04 17:30:00+00:00,447.7,275.73,283.34,283.34,283.34,267.0
2022-04-04 18:00:00+00:00,375.23,265.01,265.44,265.44,265.44,267.0
2022-04-04 18:30:00+00:00,166.16,255.79,257.58,257.58,257.58,267.0
2022-04-04 19:00:00+00:00,20.06,260.25,260.73,260.89,260.89,262.5
2022-04-04 19:30:00+00:00,-279.87,227.2,229.98,231.63,231.63,146.05
2022-04-04 20:00:00+00:00,-12.1,207.45,213.64,214.08,214.08,146.2
2022-04-04 20:30:00+00:00,-208.21,176.48,182.46,185.65,185.65,146.3
2022-04-04 21:00:00+00:00,-85.41,184.44,185.08,185.68,185.78,147.0
2022-04-04 21:30:00+00:00,290.1,255.31,243.33,240.74,240.34,245.0
2022-04-04 22:00:00+00:00,419.79,238.28,229.35,227.96,227.96,244.0
2022-04-04 22:30:00+00:00,424.64,234.04,224.98,224.98,224.98,245.0
2022-04-04 23:00:00+00:00,302.35,198.73,197.79,197.79,197.79,233.0
2022-04-04 23:30:00+00:00,278.13,222.27,205.46,205.38,205.38,233.0
2022-04-05 00:00:00+00:00,79.08,231.28,225.23,225.23,225.23,233.0
2022-04-05 00:30:00+00:00,273.4,231.44,230.14,230.14,230.14,235.0
2022-04-05 01:00:00+00:00,193.78,216.64,216.32,216.32,216.32,233.0
2022-04-05 01:30:00+00:00,229.52,210.42,208.17,208.18,208.18,235.0
2022-04-05 02:00:00+00:00,250.38,209.02,208.88,208.88,208.88,235.0
2022-04-05 02:30:00+00:00,224.79,204.95,201.01,201.01,201.01,235.0
2022-04-05 03:00:00+00:00,219.17,226.94,215.19,215.19,214.28,235.0
2022-04-05 03:30:00+00:00,71.04,224.31,219.56,218.24,217.8,233.0
2022-04-05 04:00:00+00:00,205.32,245.52,237.76,234.93,234.93,235.0
2022-04-05 04:30:00+00:00,31.34,210.27,214.29,214.02,214.02,248.95
2022-04-05 05:00:00+00:00,199.81,243.65,248.95,247.4,247.4,248.95
2022-04-05 05:30:00+00:00,33.74,211.63,215.49,218.91,218.91,248.95
2022-04-05 06:00:00+00:00,-184.15,204.08,203.3,206.16,206.16,146.3
2022-04-05 06:30:00+00:00,38.33,215.61,236.7,240.86,240.86,248.95
2022-04-05 07:00:00+00:00,373.59,258.48,255.74,255.74,255.74,310.0
2022-04-05 07:30:00+00:00,100.01,250.71,249.67,249.65,249.65,248.95
2022-04-05 08:00:00+00:00,-379.71,255.1,254.39,254.39,254.39,146.05
2022-04-05 08:30:00+00:00,-676.46,166.52,206.44,206.44,206.44,146.0
2022-04-05 09:00:00+00:00,-666.44,145.44,154.55,154.55,154.55,141.0
2022-04-05 09:30:00+00:00,-651.73,152.04,161.07,161.08,161.08,146.0
2022-04-05 10:00:00+00:00,-202.85,146.14,148.21,148.21,148.21,148.0
2022-04-05 10:30:00+00:00,-112.77,154.93,151.45,151.45,151.45,148.1
2022-04-05 11:00:00+00:00,84.15,161.22,155.79,155.79,155.79,248.95
2022-04-05 11:30:00+00:00,81.01,171.64,164.36,161.65,161.65,248.95
2022-04-05 12:00:00+00:00,-71.16,154.47,155.01,155.43,155.43,146.2
2022-04-05 12:30:00+00:00,-297.14,131.4,133.72,133.72,133.72,146.0
2022-04-05 13:00:00+00:00,-376.47,124.87,130.21,130.21,130.21,80.0
2022-04-05 13:30:00+00:00,-206.64,126.97,127.48,128.31,128.31,146.0
2022-04-05 14:00:00+00:00,123.61,143.82,143.97,143.97,143.97,225.0
2022-04-05 14:30:00+00:00,-52.85,179.57,169.55,167.16,167.16,147.7
2022-04-05 15:00:00+00:00,-114.02,174.26,172.68,171.61,171.61,148.6
2022-04-05 15:30:00+00:00,34.38,191.06,192.91,192.55,192.55,226.0
2022-04-05 16:00:00+00:00,39.46,209.47,200.71,200.71,200.71,245.0
2022-04-05 16:30:00+00:00,59.34,222.12,221.95,221.95,221.95,250.0
2022-04-05 17:00:00+00:00,213.94,246.92,244.07,244.07,244.07,255.0
2022-04-05 17:30:00+00:00,221.61,246.62,242.8,242.8,242.8,255.0
2022-04-05 18:00:00+00:00,459.41,219.31,220.31,220.31,220.31,259.5
2022-04-05 18:30:00+00:00,330.09,237.38,230.82,230.6,230.6,255.0
2022-04-05 19:00:00+00:00,17.55,202.04,198.85,198.85,198.85,255.0
2022-04-05 19:30:00+00:00,-236.33,141.6,157.72,160.12,160.12,0.0
2022-04-05 20:00:00+00:00,-23.69,154.87,157.74,157.74,157.74,148.15
2022-04-05 20:30:00+00:00,-251.69,158.14,164.01,164.01,164.01,142.0
2022-04-05 21:00:00+00:00,-113.32,160.67,156.57,156.76,156.76,142.0
2022-04-05 21:30:00+00:00,-126.05,146.19,144.02,144.14,143.89,78.0
2022-04-05 22:00:00+00:00,297.78,173.41,171.06,171.06,170.94,210.0
2022-04-05 22:30:00+00:00,90.24,121.21,128.0,128.0,128.02,209.0
2022-04-05 23:00:00+00:00,160.37,126.04,128.55,129.04,129.04,209.0
2022-04-05 23:30:00+00:00,237.05,159.87,154.78,154.78,154.78,210.0
2022-04-06 00:00:00+00:00,259.71,209.02,185.39,185.39,185.39,210.0
2022-04-06 00:30:00+00:00,384.17,226.52,222.11,222.11,222.11,228.0
2022-04-06 01:00:00+00:00,128.1,202.39,192.81,192.53,192.53,213.461
2022-04-06 01:30:00+00:00,121.86,196.72,190.72,189.21,189.21,228.0
2022-04-06 02:00:00+00:00,104.02,192.47,192.47,192.47,192.47,209.0
2022-04-06 02:30:00+00:00,15.42,195.05,193.68,193.68,193.68,179.04
2022-04-06 03:00:00+00:00,269.95,197.94,196.98,196.98,196.98,233.0
2022-04-06 03:30:00+00:00,421.89,207.79,206.2,206.2,206.2,235.0
2022-04-06 04:00:00+00:00,7.2,182.74,183.2,183.09,183.09,209.0
2022-04-06 04:30:00+00:00,-148.76,169.3,170.77,170.77,170.77,65.0
2022-04-06 05:00:00+00:00,81.78,178.32,184.87,184.87,184.87,228.0
2022-04-06 05:30:00+00:00,72.94,201.81,200.62,200.62,200.62,228.0
2022-04-06 06:00:00+00:00,36.72,193.33,193.33,193.33,193.33,232.0
2022-04-06 06:30:00+00:00,93.91,223.39,222.31,221.38,221.38,233.0
2022-04-06 07:00:00+00:00,123.58,207.83,206.48,206.41,206.41,233.0
2022-04-06 07:30:00+00:00,5.94,213.38,214.27,213.52,213.52,233.0
2022-04-06 08:00:00+00:00,-142.27,214.88,209.0,209.0,209.0,149.05
2022-04-06 08:30:00+00:00,-252.83,178.86,187.24,187.24,187.24,141.0
2022-04-06 09:00:00+00:00,-363.92,159.28,162.48,162.48,162.48,141.0
2022-04-06 09:30:00+00:00,-606.23,150.22,151.83,151.83,151.83,138.0
2022-04-06 10:00:00+00:00,-430.7,144.15,145.97,150.43,150.43,141.0
2022-04-06 10:30:00+00:00,-208.92,152.94,155.59,158.78,158.78,147.0
2022-04-06 11:00:00+00:00,-357.01,163.82,166.41,166.48,166.48,147.0
2022-04-06 11:30:00+00:00,-279.02,173.14,167.95,168.09,168.09,149.5
2022-04-06 12:00:00+00:00,-446.51,159.35,162.9,162.9,162.9,141.0
2022-04-06 12:30:00+00:00,-672.69,138.44,140.01,140.01,140.01,130.0
2022-04-06 13:00:00+00:00,-428.89,148.66,151.09,151.1,151.1,130.0
2022-04-06 13:30:00+00:00,-433.92,139.17,145.98,146.05,146.05,141.0
2022-04-06 14:00:00+00:00,-346.35,142.26,142.89,142.89,142.89,147.0
2022-04-06 14:30:00+00:00,-134.06,165.01,163.05,163.05,163.05,149.5
2022-04-06 15:00:00+00:00,-418.01,163.33,163.39,163.39,163.39,141.0
2022-04-06 15:30:00+00:00,-106.08,185.72,189.69,189.28,189.28,150.05
2022-04-06 16:00:00+00:00,465.87,178.21,179.66,179.23,179.23,294.89
2022-04-06 16:30:00+00:00,351.78,207.66,204.06,202.86,202.86,263.0
2022-04-06 17:00:00+00:00,483.16,267.16,247.13,245.94,245.85,263.0
2022-04-06 17:30:00+00:00,600.29,270.31,258.2,248.95,248.44,349.0
2022-04-06 18:00:00+00:00,642.16,261.31,259.75,259.75,259.75,349.0
2022-04-06 18:30:00+00:00,824.75,266.21,261.85,261.85,261.85,349.0
2022-04-06 19:00:00+00:00,681.36,296.42,288.22,285.95,285.95,349.0
2022-04-06 19:30:00+00:00,406.75,287.33,264.96,263.65,263.48,263.0
2022-04-06 20:00:00+00:00,315.94,262.02,254.46,254.27,254.27,255.0
2022-04-06 20:30:00+00:00,57.7,207.91,218.38,217.68,217.68,253.0
2022-04-06 21:00:00+00:00,-32.6,219.73,220.09,220.41,220.41,150.25
2022-04-06 21:30:00+00:00,-51.74,208.4,209.3,209.17,209.17,150.25
2022-04-06 22:00:00+00:00,229.01,210.68,210.22,210.26,210.26,215.0
2022-04-06 22:30:00+00:00,390.55,190.81,190.12,190.12,190.12,220.395
2022-04-06 23:00:00+00:00,490.63,211.45,203.33,203.33,203.33,225.0
2022-04-06 23:30:00+00:00,489.24,211.07,201.16,200.33,200.33,225.0
2022-04-07 00:00:00+00:00,484.55,212.43,211.02,211.01,211.01,221.0
2022-04-07 00:30:00+00:00,751.71,216.1,210.36,210.36,210.36,225.0
2022-04-07 01:00:00+00:00,863.07,211.61,205.68,203.75,203.75,225.0
2022-04-07 01:30:00+00:00,727.56,218.94,211.08,211.08,211.08,225.0
2022-04-07 02:00:00+00:00,707.92,219.11,207.17,206.55,206.55,225.0
2022-04-07 02:30:00+00:00,456.39,215.48,210.99,205.63,204.89,221.0
2022-04-07 03:00:00+00:00,278.49,217.11,212.31,212.31,212.31,220.0
2022-04-07 03:30:00+00:00,27.75,182.02,195.14,195.35,195.35,153.85
2022-04-07 04:00:00+00:00,139.91,171.18,182.16,183.8,183.8,215.0
2022-04-07 04:30:00+00:00,207.48,193.89,194.45,195.97,195.97,215.0
2022-04-07 05:00:00+00:00,376.44,204.77,204.16,204.14,204.14,225.0
2022-04-07 05:30:00+00:00,288.87,222.45,209.75,208.89,208.96,225.0
2022-04-07 06:00:00+00:00,110.36,197.48,198.03,198.03,198.03,225.0
2022-04-07 06:30:00+00:00,121.04,217.64,220.41,220.73,220.73,225.0
2022-04-07 07:00:00+00:00,-210.42,210.24,210.85,212.72,212.72,130.0
2022-04-07 07:30:00+00:00,-322.82,174.48,191.72,195.5,195.5,130.0
2022-04-07 08:00:00+00:00,-31.54,162.57,170.07,170.07,170.07,135.0
2022-04-07 08:30:00+00:00,-25.58,158.84,161.05,161.72,161.72,135.0
2022-04-07 09:00:00+00:00,-78.81,164.72,165.34,165.64,165.64,0.0
2022-04-07 09:30:00+00:00,98.2,165.91,165.43,165.58,165.58,222.0
2022-04-07 10:00:00+00:00,122.87,190.57,188.02,188.02,188.02,222.0
2022-04-07 10:30:00+00:00,98.78,194.8,192.39,192.39,192.39,222.0
2022-04-07 11:00:00+00:00,356.99,191.45,190.7,189.93,189.93,225.0
2022-04-07 11:30:00+00:00,302.39,208.43,206.3,205.81,205.81,225.0
2022-04-07 12:00:00+00:00,122.3,198.98,197.26,197.26,197.26,222.0
2022-04-07 12:30:00+00:00,67.44,183.49,182.7,182.7,182.7,222.0
2022-04-07 13:00:00+00:00,-57.64,154.05,155.48,155.53,155.53,151.0
2022-04-07 13:30:00+00:00,-5.72,159.65,159.75,159.82,159.82,151.0
2022-04-07 14:00:00+00:00,-152.03,169.38,166.11,166.11,166.11,150.2
2022-04-07 14:30:00+00:00,132.02,195.19,187.84,187.84,187.84,222.0
2022-04-07 15:00:00+00:00,-23.71,184.3,179.36,177.53,175.24,130.0
2022-04-07 15:30:00+00:00,-278.01,169.15,172.14,171.76,171.73,130.0
2022-04-07 16:00:00+00:00,82.42,226.46,220.39,218.89,223.71,215.0
2022-04-07 16:30:00+00:00,-10.95,242.73,233.6,231.1,230.82,212.46
2022-04-07 17:00:00+00:00,71.63,201.09,203.64,203.58,203.58,238.0
2022-04-07 17:30:00+00:00,12.23,261.07,252.56,249.41,249.41,238.0
2022-04-07 18:00:00+00:00,148.01,258.0,256.33,256.3,256.3,288.0
2022-04-07 18:30:00+00:00,405.57,244.66,245.5,245.09,245.09,325.0
2022-04-07 19:00:00+00:00,361.51,277.8,271.7,271.7,271.7,324.0
2022-04-07 19:30:00+00:00,631.18,247.13,246.19,246.19,246.19,325.0
2022-04-07 20:00:00+00:00,831.06,288.97,284.36,284.36,284.36,325.0
2022-04-07 20:30:00+00:00,361.21,243.41,232.14,232.14,232.14,324.95
2022-04-07 21:00:00+00:00,325.88,283.61,266.61,266.61,266.61,305.0
2022-04-07 21:30:00+00:00,37.94,221.81,217.42,204.02,204.02,238.0
2022-04-07 22:00:00+00:00,-314.8,180.54,184.38,184.38,184.38,151.1
2022-04-07 22:30:00+00:00,-317.96,170.57,170.44,170.53,170.53,150.1
2022-04-07 23:00:00+00:00,-216.5,142.19,142.2,142.2,142.2,138.0
2022-04-07 23:30:00+00:00,1.4,149.88,155.93,155.93,155.93,225.0
2022-04-08 00:00:00+00:00,21.79,213.47,208.5,208.5,208.5,238.0
2022-04-08 00:30:00+00:00,188.67,250.09,237.08,237.08,237.08,238.0
2022-04-08 01:00:00+00:00,47.07,215.31,214.96,214.96,214.96,238.0
2022-04-08 01:30:00+00:00,3.86,202.93,208.13,205.0,205.0,238.0
2022-04-08 02:00:00+00:00,63.62,180.61,182.81,182.81,182.81,238.0
2022-04-08 02:30:00+00:00,27.1,188.65,191.66,191.66,191.66,238.0
2022-04-08 03:00:00+00:00,37.57,224.47,214.94,214.94,214.94,238.0
2022-04-08 03:30:00+00:00,-133.3,214.14,208.33,205.53,205.53,152.0
2022-04-08 04:00:00+00:00,118.55,262.41,257.03,246.04,246.04,252.589
2022-04-08 04:30:00+00:00,-129.1,183.79,189.39,189.8,189.8,152.0
2022-04-08 05:00:00+00:00,288.0,224.74,230.2,230.2,230.2,265.0
2022-04-08 05:30:00+00:00,397.87,269.99,259.42,259.29,258.32,294.0
2022-04-08 06:00:00+00:00,454.45,285.94,277.81,277.81,277.81,319.95
2022-04-08 06:30:00+00:00,504.65,313.97,302.99,302.91,302.91,325.0
2022-04-08 07:00:00+00:00,383.68,303.3,294.37,293.88,293.88,324.0
2022-04-08 07:30:00+00:00,472.44,307.8,298.39,297.34,297.34,334.9
2022-04-08 08:00:00+00:00,264.56,306.85,302.74,302.74,302.74,330.0
2022-04-08 08:30:00+00:00,-185.63,260.92,264.96,265.02,265.02,152.1
2022-04-08 09:00:00+00:00,-271.96,194.46,222.17,222.28,222.28,152.1
2022-04-08 09:30:00+00:00,-551.57,169.62,187.25,187.76,187.76,60.0
2022-04-08 10:00:00+00:00,-156.73,173.46,196.03,196.03,196.03,147.0
2022-04-08 10:30:00+00:00,-156.76,171.39,182.07,182.23,182.23,147.0
2022-04-08 11:00:00+00:00,-4.92,202.47,195.59,195.66,195.66,153.0
2022-04-08 11:30:00+00:00,-286.99,191.92,187.2,188.05,188.05,147.0
2022-04-08 12:00:00+00:00,-479.64,147.41,153.37,154.0,154.0,147.0
2022-04-08 12:30:00+00:00,-408.16,142.87,158.34,158.82,158.82,152.1
2022-04-08 13:00:00+00:00,-287.81,160.55,162.17,162.17,162.17,152.1
2022-04-08 13:30:00+00:00,-378.91,140.07,151.81,151.81,151.81,152.1
2022-04-08 14:00:00+00:00,-132.54,157.77,159.54,160.21,160.21,148.0
2022-04-08 14:30:00+00:00,-319.83,157.52,158.11,158.11,158.11,152.1
2022-04-08 15:00:00+00:00,-480.53,155.5,159.46,159.45,159.45,153.01
2022-04-08 15:30:00+00:00,-608.37,167.09,178.55,178.56,178.56,154.0
2022-04-08 16:00:00+00:00,-565.62,155.58,160.67,160.67,160.67,152.1
2022-04-08 16:30:00+00:00,-188.45,170.18,173.11,173.11,173.11,188.4
2022-04-08 17:00:00+00:00,43.4,205.73,204.45,204.45,204.45,256.0
2022-04-08 17:30:00+00:00,332.59,235.15,230.96,230.09,230.09,275.0
2022-04-08 18:00:00+00:00,199.02,214.58,211.77,211.77,211.77,275.0
2022-04-08 18:30:00+00:00,260.75,251.8,240.05,240.05,240.05,275.0
2022-04-08 19:00:00+00:00,246.07,250.82,245.98,245.98,245.34,275.0
2022-04-08 19:30:00+00:00,180.75,223.3,208.16,206.75,206.75,275.0
2022-04-08 20:00:00+00:00,151.06,241.12,236.72,231.4,231.4,275.0
2022-04-08 20:30:00+00:00,-119.04,208.61,200.44,199.11,199.11,155.5
2022-04-08 21:00:00+00:00,-238.52,192.69,195.54,195.1,194.66,152.0
2022-04-08 21:30:00+00:00,-189.31,185.13,191.81,190.89,190.25,151.871
2022-04-08 22:00:00+00:00,103.41,192.02,195.35,195.35,195.35,229.0
2022-04-08 22:30:00+00:00,188.94,192.33,192.33,192.33,192.33,265.0
2022-04-08 23:00:00+00:00,216.08,210.64,209.68,209.68,209.68,285.0
2022-04-08 23:30:00+00:00,58.8,231.27,215.82,215.82,215.82,206.07
